http://www.datasciencecentral.com/profiles/blogs/check-out-our-dsc-newsletter:like 18,view 208817, facebook 0
http://www.datasciencecentral.com/profiles/blogs/why-the-business-gets-frustrated-with-it-the-data-warehouse:like 1,view 1795, facebook 0
http://www.datasciencecentral.com/profiles/blogs/sensors-here-there-and-everywhere:like 3,view 1291, facebook 0
http://www.datasciencecentral.com/profiles/blogs/10-signs-that-you-are-a-data-scientist:like 3,view 1762, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-and-education-data-mining:like 0,view 1138, facebook 0
http://www.datasciencecentral.com/profiles/blogs/dealing-with-the-disembodiment-of-data:like 0,view 139, facebook 0
http://www.datasciencecentral.com/profiles/blogs/creating-complex-encoded-objects-from-qualitative-data:like 0,view 230, facebook 0
http://www.datasciencecentral.com/profiles/blogs/reductive-versus-expansive-data:like 0,view 359, facebook 0
http://www.datasciencecentral.com/profiles/blogs/r-tutorial-for-beginners-a-quick-start-up-kit:like 10,view 22735, facebook 0
http://www.datasciencecentral.com/profiles/blogs/a-tail-of-3-models-the-story-of-goodness-of-fit-with-binary:like 0,view 187, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-bigobject-an-agile-analytic-engine-for-big-data:like 1,view 643, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-skills-in-demand-comprehensive-list:like 1,view 1755, facebook 0
http://www.datasciencecentral.com/profiles/blogs/ibm-distinguished-engineer-solves-big-data-conjecture:like 9,view 9113, facebook 0
http://www.datasciencecentral.com/profiles/blogs/micro-contextual-analytics-can-transform-banks-into-customer:like 0,view 2541, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-professionalization-of-data-science:like 7,view 6864, facebook 0
http://www.datasciencecentral.com/profiles/blogs/empower-network-analysts-with-automated-pattern-discovery:like 0,view 276, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-datification-of-life-and-business:like 1,view 653, facebook 0
http://www.datasciencecentral.com/profiles/blogs/jobs-for-freshers-in-india:like 0,view 46, facebook 0
http://www.datasciencecentral.com/profiles/blogs/warm-up-exercise-before-data-science:like 1,view 2700, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-mining-and-cookie-butter-yes-they-re-related:like 0,view 152, facebook 0
http://www.datasciencecentral.com/profiles/blogs/a-niche-for-psychologists-in-big-data:like 0,view 1411, facebook 0
http://www.datasciencecentral.com/profiles/blogs/a-little-known-component-that-should-be-part-of-most-data-science:like 3,view 9305, facebook 0
http://www.datasciencecentral.com/profiles/blogs/20-white-papers-and-power-point-presentation:like 3,view 5486, facebook 0
http://www.datasciencecentral.com/profiles/blogs/oil-n-gas-sensor-data-big-data-analytics-game-changer:like 1,view 2381, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-big-love-how-big-data-s-influencing-the-future-of-the-online:like 0,view 1380, facebook 0
http://www.datasciencecentral.com/profiles/blogs/top-5-cloud-computing-myths-that-just-won-t-die:like 1,view 1293, facebook 0
http://www.datasciencecentral.com/profiles/blogs/selection-of-data-science-articles-from-top-news-outlets:like 0,view 606, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-october-14:like 0,view 155, facebook 0
http://www.datasciencecentral.com/profiles/blogs/11-features-any-database-sql-or-nosql-should-have:like 4,view 13110, facebook 0
http://www.datasciencecentral.com/profiles/blogs/salary-surveys-for-data-scientists-and-related-job-titles:like 0,view 18383, facebook 0
http://www.datasciencecentral.com/profiles/blogs/basic-understanding-of-big-data-what-is-this-and-how-it-is-going:like 4,view 4829, facebook 0
http://www.datasciencecentral.com/profiles/blogs/5-data-science-sins-to-beware:like 0,view 100, facebook 0
http://www.datasciencecentral.com/profiles/blogs/fooled-by-twitter-data:like 1,view 1382, facebook 0
http://www.datasciencecentral.com/profiles/blogs/my-book-getting-started-with-greenplum-for-big-data-analytics:like 1,view 857, facebook 0
http://www.datasciencecentral.com/profiles/blogs/selling-data-becoming-hot-business-with-government-shutdown:like 3,view 694, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-social-network-analysis:like 0,view 340, facebook 0
http://www.datasciencecentral.com/profiles/blogs/visual-dashboards-that-persuade-inform-and-engage:like 0,view 811, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-psychology-the-case-for-strategic-talent-management:like 0,view 689, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-science-programs-and-training-currently-available:like 8,view 24484, facebook 0
http://www.datasciencecentral.com/profiles/blogs/comprehensive-predictive-analytics-market-research:like 1,view 1724, facebook 0
http://www.datasciencecentral.com/profiles/blogs/linkedin-jobs-disappointments-and-big-data:like 1,view 1494, facebook 0
http://www.datasciencecentral.com/profiles/blogs/our-29-best-articles-about-data-scientists:like 2,view 2766, facebook 0
http://www.datasciencecentral.com/profiles/blogs/marrying-computer-science-statistics-and-domain-expertize:like 8,view 8884, facebook 0
http://www.datasciencecentral.com/profiles/blogs/how-do-i-start-learning-hadoop:like 0,view 1071, facebook 0
http://www.datasciencecentral.com/profiles/blogs/dsc-webinar-series:like 2,view 896, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-september-30:like 0,view 505, facebook 0
http://www.datasciencecentral.com/profiles/blogs/python-scikit-learn-to-simplify-machine-learning-bag-of-words-to:like 1,view 9081, facebook 0
http://www.datasciencecentral.com/profiles/blogs/random-forests-algorithm:like 3,view 18639, facebook 0
http://www.datasciencecentral.com/profiles/blogs/free-nas-ebook-frontiers-in-massive-data-analysis:like 0,view 2540, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-cloud-analytics-by-example:like 1,view 1154, facebook 0
http://www.datasciencecentral.com/profiles/blogs/unleashing-intelligence-through-natural-language-part-4-data:like 0,view 335, facebook 0
http://www.datasciencecentral.com/profiles/blogs/mapreduce-hadoop-and-the-data-scientist:like 0,view 198, facebook 0
http://www.datasciencecentral.com/profiles/blogs/a-guide-to-mass-shootings-in-america:like 1,view 1400, facebook 0
http://www.datasciencecentral.com/profiles/blogs/your-social-network-profile-used-in-credit-scoring-models:like 1,view 1588, facebook 0
http://www.datasciencecentral.com/profiles/blogs/balanced-scorecard-secrets-that-book-smart-professionals-do-not:like 0,view 1415, facebook 0
http://www.datasciencecentral.com/profiles/blogs/using-data-science-to-decide-when-to-sell-your-house:like 1,view 2803, facebook 0
http://www.datasciencecentral.com/profiles/blogs/instructions-for-guest-bloggers:like 0,view 401, facebook 0
http://www.datasciencecentral.com/profiles/blogs/our-best-data-visualization-articles:like 2,view 3988, facebook 0
http://www.datasciencecentral.com/profiles/blogs/high-performance-computing-data-science-competitive-advantage:like 0,view 1124, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-purple-people-the-conundrum-of-finding-business-expertise-1:like 2,view 1892, facebook 0
http://www.datasciencecentral.com/profiles/blogs/do-not-stifle-the-questions-visualized-data-raises:like 0,view 175, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-modern-data-architecture-dsc-webinar:like 0,view 176, facebook 0
http://www.datasciencecentral.com/profiles/blogs/q-a-thinking-of-data-as-information-capital:like 0,view 451, facebook 0
http://www.datasciencecentral.com/profiles/blogs/scholarship-recommendations:like 0,view 408, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-big-dud-or-big-excuse-for-nonscientific-thinking:like 0,view 288, facebook 0
http://www.datasciencecentral.com/profiles/blogs/recent-acquisitions-in-big-data:like 0,view 1739, facebook 0
http://www.datasciencecentral.com/profiles/blogs/bi-for-big-data-webinar-hosted-by-dsc:like 0,view 333, facebook 0
http://www.datasciencecentral.com/profiles/blogs/democratizing-data-assets-learning-from-data-big-and-small:like 0,view 205, facebook 0
http://www.datasciencecentral.com/profiles/blogs/today-s-big-data-is-not-yesterday-s-big-data:like 0,view 300, facebook 0
http://www.datasciencecentral.com/profiles/blogs/a-data-scientist-s-guide-to-making-money-from-start-ups:like 2,view 8751, facebook 0
http://www.datasciencecentral.com/profiles/blogs/will-data-science-forever-change-branding-strategies-here-is-a:like 0,view 1609, facebook 0
http://www.datasciencecentral.com/profiles/blogs/probably-predictive:like 0,view 567, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-august-19:like 0,view 431, facebook 0
http://www.datasciencecentral.com/profiles/blogs/batch-vs-real-time-data-processing:like 2,view 57032, facebook 0
http://www.datasciencecentral.com/profiles/blogs/pjm-market-data-used-to-reveal-demand-response-market-insights:like 0,view 61, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-s-missing-component-data-suction-appliance:like 1,view 1053, facebook 0
http://www.datasciencecentral.com/profiles/blogs/a-new-type-of-weapons-grade-secure-email:like 1,view 2691, facebook 0
http://www.datasciencecentral.com/profiles/blogs/measuring-risk:like 1,view 649, facebook 0
http://www.datasciencecentral.com/profiles/blogs/60-r-resources:like 1,view 2985, facebook 0
http://www.datasciencecentral.com/profiles/blogs/agile-data-quality-best-practices:like 1,view 832, facebook 0
http://www.datasciencecentral.com/profiles/blogs/hadoop-what-it-is-and-why-it-s-such-a-big-deal:like 3,view 3551, facebook 0
http://www.datasciencecentral.com/profiles/blogs/3d-printing-and-supply-chain-impact-on-customer-satisfaction:like 1,view 170, facebook 0
http://www.datasciencecentral.com/profiles/blogs/hr-technology-trends-for-2014:like 0,view 173, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-understand-the-customer-course-on-the-net-before-he-buys:like 0,view 49, facebook 0
http://www.datasciencecentral.com/profiles/blogs/natural-language-processing-handling-unstructrued-data:like 0,view 124, facebook 0
http://www.datasciencecentral.com/profiles/blogs/how-to-avoid-the-big-data-quicksand:like 0,view 846, facebook 0
http://www.datasciencecentral.com/profiles/blogs/a-sailor-s-reflection-on-the-big-data-lake:like 0,view 25, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-analytics-dj-patil:like 1,view 129, facebook 0
http://www.datasciencecentral.com/profiles/blogs/posted-since-monday:like 0,view 537, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-scientists-wanted-to-create-new-tech-tools-for-our-cities:like 0,view 697, facebook 0
http://www.datasciencecentral.com/profiles/blogs/hadoop-falcon-and-data-lifecycle-management:like 0,view 1509, facebook 0
http://www.datasciencecentral.com/profiles/blogs/how-to-avoid-political-blunders-in-analytical-discussions:like 5,view 1380, facebook 0
http://www.datasciencecentral.com/profiles/blogs/statistical-thinking-is-not-science-fiction-but-a-data-science:like 0,view 41, facebook 0
http://www.datasciencecentral.com/profiles/blogs/choropleth-in-d3-js-and-pandas-ipython-notebook:like 1,view 4029, facebook 0
http://www.datasciencecentral.com/profiles/blogs/turning-visitors-into-leads-seduction-vs-analytics:like 4,view 1372, facebook 0
http://www.datasciencecentral.com/profiles/blogs/we-need-your-vote-for-teradata-aster:like 2,view 176, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-dark-side-of-big-data-credit-card-id-theft-how-it-has-been:like 0,view 230, facebook 0
http://www.datasciencecentral.com/profiles/blogs/update-about-our-data-science-competition:like 1,view 4258, facebook 0
http://www.datasciencecentral.com/profiles/blogs/human-factors-unhappy-truckers:like 0,view 47, facebook 0
http://www.datasciencecentral.com/profiles/blogs/my-first-impression-about-the-microsoft-surface:like 1,view 2110, facebook 0
http://www.datasciencecentral.com/profiles/blogs/dui-arrests-decrease-after-state-monopoly-on-liquor-sales-ends:like 1,view 1364, facebook 0
http://www.datasciencecentral.com/profiles/blogs/m2m-prediction-economics-in-3-industries:like 0,view 208, facebook 0
http://www.datasciencecentral.com/profiles/blogs/featured-articles-posted-since-monday:like 0,view 277, facebook 0
http://www.datasciencecentral.com/profiles/blogs/botnets-on-the-cloud-the-new-generation-of-spammers:like 1,view 820, facebook 0
http://www.datasciencecentral.com/profiles/blogs/playlists-for-analysis:like 3,view 1087, facebook 0
http://www.datasciencecentral.com/profiles/blogs/demand-for-data-scientists-and-the-datification-of-business:like 5,view 4845, facebook 0
http://www.datasciencecentral.com/profiles/blogs/ibm-4690-supermarket-application-transaction-data:like 0,view 217, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-on-the-big-data-conversation-tracking-the-nsa-story:like 0,view 824, facebook 0
http://www.datasciencecentral.com/profiles/blogs/8-m2m-big-data-use-cases-in-building-management-systems:like 0,view 853, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-july-15:like 0,view 352, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-science-summer-reading-list-2013:like 1,view 3760, facebook 0
http://www.datasciencecentral.com/profiles/blogs/rapid-hadoop-development-with-progressive-testing:like 1,view 1293, facebook 0
http://www.datasciencecentral.com/profiles/blogs/information-singularity-and-the-principles-of-the-analytics-rock:like 1,view 244, facebook 0
http://www.datasciencecentral.com/profiles/blogs/interesting-database-questions:like 2,view 3405, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-and-meaningful-storage-metrics:like 0,view 482, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-applications-to-financial-instituions:like 1,view 422, facebook 0
http://www.datasciencecentral.com/profiles/blogs/wind-power-economics-check-out-the-bidding-profile-of-wind-power:like 0,view 21, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-scientists-vs-data-engineers:like 2,view 36707, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-data-scientist-elusive-or-illusive:like 0,view 911, facebook 0
http://www.datasciencecentral.com/profiles/blogs/m2m-big-data-analytics-unlocking-blue-ocean-opportunities-at-the:like 0,view 906, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-scientists-the-next-generation:like 4,view 3109, facebook 0
http://www.datasciencecentral.com/profiles/blogs/hello-bigdata-world:like 0,view 27, facebook 0
http://www.datasciencecentral.com/profiles/blogs/exercise-how-do-school-ratings-correlate-with-home-prices:like 0,view 1259, facebook 0
http://www.datasciencecentral.com/profiles/blogs/r-in-your-browser:like 4,view 12390, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-july-1:like 1,view 1107, facebook 0
http://www.datasciencecentral.com/profiles/blogs/five-data-preparation-mistakes:like 6,view 3798, facebook 0
http://www.datasciencecentral.com/profiles/blogs/kool-captcha-a-next-generation-captcha-which-truly-unleashes-the:like 0,view 37, facebook 0
http://www.datasciencecentral.com/profiles/blogs/unleashing-intelligence-through-natural-language-part-3:like 0,view 675, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-science-and-predictive-analytics-strategy-for-marketing:like 0,view 1052, facebook 0
http://www.datasciencecentral.com/profiles/blogs/40-selected-articles-from-top-news-outlets-1:like 1,view 1122, facebook 0
http://www.datasciencecentral.com/profiles/blogs/sparkgrams-compact-in-spreadsheet-histograms:like 0,view 245, facebook 0
http://www.datasciencecentral.com/profiles/blogs/are-you-a-geek-or-a-nerd:like 1,view 4142, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-s-beauty-in-the-eye-of-the-beholder:like 2,view 953, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-associative-technology-the-future:like 0,view 309, facebook 0
http://www.datasciencecentral.com/profiles/blogs/hadoop-and-perl:like 1,view 3323, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-next-best-offer:like 0,view 136, facebook 0
http://www.datasciencecentral.com/profiles/blogs/privacy-vs-security-and-data-science:like 0,view 1036, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-june-17:like 0,view 899, facebook 0
http://www.datasciencecentral.com/profiles/blogs/want-to-predict-human-behavior-use-these-6-lessons-based-on-data-:like 6,view 4664, facebook 0
http://www.datasciencecentral.com/profiles/blogs/which-is-the-best-software-to-build-a-data-mart:like 0,view 36, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-nsa-data-privacy-scandal-a-different-point-of-view:like 0,view 1154, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-storage-the-suspended-data-grid:like 0,view 169, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-science-and-perspectives:like 0,view 40, facebook 0
http://www.datasciencecentral.com/profiles/blogs/campaign-pyramids-brick-by-brick:like 2,view 336, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-not-big-enough-the-cost-of-hidden-data:like 3,view 1488, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-scientists-dictate-what-we-eat:like 1,view 1469, facebook 0
http://www.datasciencecentral.com/profiles/blogs/predictive-modeling-is-useless:like 0,view 805, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-scientists-sometimes-fool-themselves:like 2,view 889, facebook 0
http://www.datasciencecentral.com/profiles/blogs/sas-dominates-analytics-job-market:like 0,view 834, facebook 0
http://www.datasciencecentral.com/profiles/blogs/join-the-data-science-revolution-with-alpine:like 2,view 707, facebook 0
http://www.datasciencecentral.com/profiles/blogs/six-predictive-modeling-mistakes:like 7,view 8481, facebook 0
http://www.datasciencecentral.com/profiles/blogs/3-min-healthcare-big-data-video:like 0,view 77, facebook 0
http://www.datasciencecentral.com/profiles/blogs/job-titles-for-data-scientists:like 8,view 26492, facebook 0
http://www.datasciencecentral.com/profiles/blogs/my-caddie-just-joined-mensa-designing-golf:like 2,view 804, facebook 0
http://www.datasciencecentral.com/profiles/blogs/statistics-is-dead-long-live-statistics:like 1,view 2499, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-scientists-billed-300-hour-on-kaggle:like 3,view 17528, facebook 0
http://www.datasciencecentral.com/profiles/blogs/sas-dominates-analytics-job-market-r-up-42:like 0,view 3939, facebook 0
http://www.datasciencecentral.com/profiles/blogs/universities-offering-business-intelligence-and-analytics:like 0,view 2322, facebook 0
http://www.datasciencecentral.com/profiles/blogs/prognosis-of-actions-due-to-analysis-of-personal-movements-and:like 0,view 110, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-may-27:like 0,view 274, facebook 0
http://www.datasciencecentral.com/profiles/blogs/analytics-and-the-indian-market-good-things-ahead:like 0,view 490, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-science-ebook-2nd-edition-table-of-content:like 29,view 23797, facebook 0
http://www.datasciencecentral.com/profiles/blogs/smart-data-scientists-virtualize-data:like 2,view 1582, facebook 0
http://www.datasciencecentral.com/profiles/blogs/question-about-bi:like 0,view 25, facebook 0
http://www.datasciencecentral.com/profiles/blogs/guest-blogger-invitation:like 1,view 1767, facebook 0
http://www.datasciencecentral.com/profiles/blogs/300-great-articles-from-top-news-outlets:like 2,view 1719, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-may-13:like 1,view 160, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-rise-of-the-data-artist-in-business:like 7,view 3840, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-the-big-picture:like 1,view 1586, facebook 0
http://www.datasciencecentral.com/profiles/blogs/to-hypothesize-or-not-to-hypothesize:like 3,view 1752, facebook 0
http://www.datasciencecentral.com/profiles/blogs/viability-a-new-v-for-big-data:like 0,view 73, facebook 0
http://www.datasciencecentral.com/profiles/blogs/full-tilt-poker-big-data-fraud-detection-and-prevention:like 3,view 1825, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-big-relevance:like 0,view 573, facebook 0
http://www.datasciencecentral.com/profiles/blogs/how-to-find-first-order-effects-second-order-effects-and-their:like 0,view 54, facebook 0
http://www.datasciencecentral.com/profiles/blogs/accumulo-sqrrl-nosql-secure-database:like 0,view 864, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-data-scientist-conversation-continues:like 0,view 160, facebook 0
http://www.datasciencecentral.com/profiles/blogs/how-to-install-mapr-m3-on-ubuntu-through-ubuntu-partner-archive:like 1,view 1257, facebook 0
http://www.datasciencecentral.com/profiles/blogs/hadoop-ubuntu-the-big-fat-wedding:like 0,view 695, facebook 0
http://www.datasciencecentral.com/profiles/blogs/dsc-monthly-contest:like 5,view 2098, facebook 0
http://www.datasciencecentral.com/profiles/blogs/hadoop-herd-when-to-use-what:like 0,view 735, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-science-revolutionizes-health-care:like 4,view 2119, facebook 0
http://www.datasciencecentral.com/profiles/blogs/cmos-soon-to-have-more-i-t-budget-than-the-cios-shift-attributed:like 0,view 122, facebook 0
http://www.datasciencecentral.com/profiles/blogs/new-articles-posted-since-last-friday:like 0,view 286, facebook 0
http://www.datasciencecentral.com/profiles/blogs/with-big-data-context-is-a-big-issue:like 0,view 86, facebook 0
http://www.datasciencecentral.com/profiles/blogs/spark-streaming-real-time-hadoop:like 0,view 533, facebook 0
http://www.datasciencecentral.com/profiles/blogs/how-big-data-will-disrupt-hr-and-recruiting-podcast:like 0,view 1013, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-science-the-end-of-statistics:like 7,view 16227, facebook 0
http://www.datasciencecentral.com/profiles/blogs/leveraging-privacy-settings-to-sales-distribution-channels-for:like 0,view 79, facebook 0
http://www.datasciencecentral.com/profiles/blogs/hadoop-online-training:like 0,view 52, facebook 0
http://www.datasciencecentral.com/profiles/blogs/selected-articles-from-top-news-outlets:like 0,view 1287, facebook 0
http://www.datasciencecentral.com/profiles/blogs/should-data-science-become-a-profession:like 1,view 2087, facebook 0
http://www.datasciencecentral.com/profiles/blogs/invitation-to-pivotal-s-launch-a-big-data-platform-for-a-new-era-:like 0,view 327, facebook 0
http://www.datasciencecentral.com/profiles/blogs/centralizing-customer-data-ensures-effective-insurance-marketing:like 0,view 129, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-needs-to-tell-a-story:like 0,view 43, facebook 0
http://www.datasciencecentral.com/profiles/blogs/new-fast-excel-to-process-billions-of-rows-via-the-cloud:like 5,view 29915, facebook 0
http://www.datasciencecentral.com/profiles/blogs/prestigious-brands-academy-award-for-jigsaw-academy:like 0,view 461, facebook 0
http://www.datasciencecentral.com/profiles/blogs/unleashing-intelligence-through-natural-language-part-2:like 0,view 234, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-april-15:like 0,view 163, facebook 0
http://www.datasciencecentral.com/profiles/blogs/is-your-data-really-big-data:like 0,view 178, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-fast-data-smart-data:like 4,view 1064, facebook 0
http://www.datasciencecentral.com/profiles/blogs/small-data-is-beautiful:like 4,view 3582, facebook 0
http://www.datasciencecentral.com/profiles/blogs/bi-reporting-tools-to-pay-or-not-to-pay:like 2,view 5524, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-face-of-the-new-university:like 6,view 3776, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-better-decisions:like 0,view 134, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-information-propaganda-disinformation-and-deception:like 0,view 884, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-scientists-draw-pictures-and-tell-short-stories:like 4,view 3299, facebook 0
http://www.datasciencecentral.com/profiles/blogs/10-forbes-articles-on-visualization-by-naomi-robbins:like 1,view 2353, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-april-1:like 1,view 304, facebook 0
http://www.datasciencecentral.com/profiles/blogs/selected-articles-from-top-news-outlets-last-30-days:like 2,view 980, facebook 0
http://www.datasciencecentral.com/profiles/blogs/new-articles-posted-this-week:like 0,view 508, facebook 0
http://www.datasciencecentral.com/profiles/blogs/business-intelligence-roi-remains-elusive-a-next-generation:like 1,view 457, facebook 0
http://www.datasciencecentral.com/profiles/blogs/what-does-a-data-scientist-do:like 2,view 2297, facebook 0
http://www.datasciencecentral.com/profiles/blogs/predictive-analytics-strategy:like 5,view 4346, facebook 0
http://www.datasciencecentral.com/profiles/blogs/vibrant-growing-and-changing-that-s-analytics-in-2013:like 0,view 297, facebook 0
http://www.datasciencecentral.com/profiles/blogs/business-world-learns-jigsaw-trains-much-needed-data-scientists:like 0,view 78, facebook 0
http://www.datasciencecentral.com/profiles/blogs/python-data-tools:like 3,view 3548, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-it-s-not-the-length-it-s-the-width-that-matters:like 0,view 654, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-world-is-ready-for-the-consumer-grade-enterprise:like 1,view 312, facebook 0
http://www.datasciencecentral.com/profiles/blogs/preparing-millennials-to-tackle-big-data-challenges:like 1,view 651, facebook 0
http://www.datasciencecentral.com/profiles/blogs/great-graphic-diagrams:like 2,view 4385, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-march-17:like 0,view 136, facebook 0
http://www.datasciencecentral.com/profiles/blogs/paw-san-francisco-packs-a-punch-with-keynotes-in-2013:like 0,view 337, facebook 0
http://www.datasciencecentral.com/profiles/blogs/selected-articles-posted-this-week:like 0,view 1497, facebook 0
http://www.datasciencecentral.com/profiles/blogs/in-memory-data-grids-allows-data-scientists-analyze-big-data-at:like 1,view 805, facebook 0
http://www.datasciencecentral.com/profiles/blogs/overcoming-big-data-challenges-in-the-enterprise:like 0,view 598, facebook 0
http://www.datasciencecentral.com/profiles/blogs/stock-market-should-you-buy-or-sell:like 1,view 2201, facebook 0
http://www.datasciencecentral.com/profiles/blogs/unstructured-data-really-isn-t:like 2,view 689, facebook 0
http://www.datasciencecentral.com/profiles/blogs/automatically-deskew-before-machine-learning-in-r:like 1,view 673, facebook 0
http://www.datasciencecentral.com/profiles/blogs/unleashing-intelligence-through-natural-language-part-1:like 0,view 70, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-means-to-support-buzz-marketing-actions:like 0,view 115, facebook 0
http://www.datasciencecentral.com/profiles/blogs/quick-hire-a-data-scientist-not-so-fast-perhaps:like 2,view 1015, facebook 0
http://www.datasciencecentral.com/profiles/blogs/how-to-integrate-the-work-of-the-data-scientist-into-the-company:like 1,view 769, facebook 0
http://www.datasciencecentral.com/profiles/blogs/40-selected-articles-from-top-news-outlets:like 3,view 1270, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-march-3:like 0,view 106, facebook 0
http://www.datasciencecentral.com/profiles/blogs/emc-greenplum-brings-sql-to-hadoop-forbes:like 1,view 539, facebook 0
http://www.datasciencecentral.com/profiles/blogs/spark-shark-and-mesos-data-analytics-stack:like 0,view 3716, facebook 0
http://www.datasciencecentral.com/profiles/blogs/book-trailer-too-big-to-ignore:like 0,view 213, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-data-supply-chain-and-master-data-management:like 1,view 2771, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-feb-18:like 1,view 209, facebook 0
http://www.datasciencecentral.com/profiles/blogs/30-great-articles-from-top-news-outlets:like 0,view 704, facebook 0
http://www.datasciencecentral.com/profiles/blogs/google-spanner-the-future-of-nosql:like 0,view 1783, facebook 0
http://www.datasciencecentral.com/profiles/blogs/new-york-city-s-15m-big-data-partner:like 1,view 400, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-impact-of-big-data-analytics-on-healthcare-your-health:like 1,view 1105, facebook 0
http://www.datasciencecentral.com/profiles/blogs/optimizing-merchandising-using-big-data-analytics:like 0,view 1453, facebook 0
http://www.datasciencecentral.com/profiles/blogs/several-great-articles-posted-this-week-on-data-science-central:like 1,view 2101, facebook 0
http://www.datasciencecentral.com/profiles/blogs/selecting-the-right-business-intelligence-and-analytics-platform:like 0,view 1753, facebook 0
http://www.datasciencecentral.com/profiles/blogs/66-job-interview-questions-for-data-scientists:like 40,view 163448, facebook 0
http://www.datasciencecentral.com/profiles/blogs/are-you-a-data-whisperer:like 0,view 1093, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-feb-11:like 0,view 1343, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-graveyard-of-programming-languages:like 2,view 7649, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-need-for-a-product-centric-approach-to-big-data:like 0,view 339, facebook 0
http://www.datasciencecentral.com/profiles/blogs/predicting-the-chance-that-your-tax-return-will-be-audited:like 0,view 1808, facebook 0
